[2025-03-18 11:35:46] {GCS_IP=192.168.1.4, timestamp=2025-03-18 11:35:45, systemid=1, alt=-0.042, dist_traveled=null, wp_dist=0, dist_to_home=0.07836659314247994, vertical_speed=0.0, ground_speed=0.0, wind_vel=0.0, airspeed=0.0, roll=0.0, pitch=0.0, yaw=0.0, ch3percent=0.00, ch9out=0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, lat=35.0766968, lon=129.0921086, ch3out=1000}
[2025-03-18 12:31:26] {GCS_IP=192.168.1.4, timestamp=2025-03-18 12:30:26, systemid=1, alt=0.001, dist_traveled=null, wp_dist=0, dist_to_home=0.10373227092921733, vertical_speed=-0.0022561648, ground_speed=0.031113205, wind_vel=0.0, airspeed=0.6174428, roll=-0.07, pitch=-0.08, yaw=1.38, ch3percent=0.00, ch9out=0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, lat=35.076697, lon=129.0921082, ch3out=1000, waypoints=[{seq=1, lat=0.0, lon=0.0, alt=30.0}, {seq=3, lat=35.068399, lon=129.089666, alt=30.0}, {seq=5, lat=35.06537, lon=129.093095, alt=30.0}, {seq=6, lat=35.064163, lon=129.094466, alt=30.0}, {seq=7, lat=35.062586, lon=129.092356, alt=30.0}, {seq=8, lat=35.061974, lon=129.091509, alt=30.0}, {seq=9, lat=35.06322, lon=129.090181, alt=30.0}, {seq=10, lat=35.064955, lon=129.088335, alt=30.0}, {seq=11, lat=35.066579, lon=129.086606, alt=30.0}, {seq=12, lat=35.067136, lon=129.086013, alt=30.0}, {seq=13, lat=35.074309, lon=129.091761, alt=30.0}, {seq=14, lat=0.0, lon=0.0, alt=0.0}]}
[2025-03-18 12:31:27] {GCS_IP=192.168.1.4, timestamp=2025-03-18 12:30:26, systemid=1, alt=0.001, dist_traveled=null, wp_dist=0, dist_to_home=0.10373227092921733, vertical_speed=-0.0022561648, ground_speed=0.031113205, wind_vel=0.0, airspeed=0.6174428, roll=-0.07, pitch=-0.08, yaw=1.38, ch3percent=0.00, ch9out=0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, lat=35.076697, lon=129.0921082, ch3out=1000, waypoints=[{seq=1, lat=0.0, lon=0.0, alt=30.0}, {seq=3, lat=35.068399, lon=129.089666, alt=30.0}, {seq=5, lat=35.06537, lon=129.093095, alt=30.0}, {seq=6, lat=35.064163, lon=129.094466, alt=30.0}, {seq=7, lat=35.062586, lon=129.092356, alt=30.0}, {seq=8, lat=35.061974, lon=129.091509, alt=30.0}, {seq=9, lat=35.06322, lon=129.090181, alt=30.0}, {seq=10, lat=35.064955, lon=129.088335, alt=30.0}, {seq=11, lat=35.066579, lon=129.086606, alt=30.0}, {seq=12, lat=35.067136, lon=129.086013, alt=30.0}, {seq=13, lat=35.074309, lon=129.091761, alt=30.0}, {seq=14, lat=0.0, lon=0.0, alt=0.0}]}
[2025-03-18 12:31:28] {GCS_IP=192.168.1.4, timestamp=2025-03-18 12:30:26, systemid=1, alt=0.001, dist_traveled=null, wp_dist=0, dist_to_home=0.10373227092921733, vertical_speed=-0.0022561648, ground_speed=0.031113205, wind_vel=0.0, airspeed=0.6174428, roll=-0.07, pitch=-0.08, yaw=1.38, ch3percent=0.00, ch9out=0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, lat=35.076697, lon=129.0921082, ch3out=1000, waypoints=[{seq=1, lat=0.0, lon=0.0, alt=30.0}, {seq=3, lat=35.068399, lon=129.089666, alt=30.0}, {seq=5, lat=35.06537, lon=129.093095, alt=30.0}, {seq=6, lat=35.064163, lon=129.094466, alt=30.0}, {seq=7, lat=35.062586, lon=129.092356, alt=30.0}, {seq=8, lat=35.061974, lon=129.091509, alt=30.0}, {seq=9, lat=35.06322, lon=129.090181, alt=30.0}, {seq=10, lat=35.064955, lon=129.088335, alt=30.0}, {seq=11, lat=35.066579, lon=129.086606, alt=30.0}, {seq=12, lat=35.067136, lon=129.086013, alt=30.0}, {seq=13, lat=35.074309, lon=129.091761, alt=30.0}, {seq=14, lat=0.0, lon=0.0, alt=0.0}]}
[2025-03-18 12:31:29] {GCS_IP=192.168.1.4, timestamp=2025-03-18 12:30:26, systemid=1, alt=0.001, dist_traveled=null, wp_dist=0, dist_to_home=0.10373227092921733, vertical_speed=-0.0022561648, ground_speed=0.031113205, wind_vel=0.0, airspeed=0.6174428, roll=-0.07, pitch=-0.08, yaw=1.38, ch3percent=0.00, ch9out=0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, lat=35.076697, lon=129.0921082, ch3out=1000, waypoints=[{seq=1, lat=0.0, lon=0.0, alt=30.0}, {seq=3, lat=35.068399, lon=129.089666, alt=30.0}, {seq=5, lat=35.06537, lon=129.093095, alt=30.0}, {seq=6, lat=35.064163, lon=129.094466, alt=30.0}, {seq=7, lat=35.062586, lon=129.092356, alt=30.0}, {seq=8, lat=35.061974, lon=129.091509, alt=30.0}, {seq=9, lat=35.06322, lon=129.090181, alt=30.0}, {seq=10, lat=35.064955, lon=129.088335, alt=30.0}, {seq=11, lat=35.066579, lon=129.086606, alt=30.0}, {seq=12, lat=35.067136, lon=129.086013, alt=30.0}, {seq=13, lat=35.074309, lon=129.091761, alt=30.0}, {seq=14, lat=0.0, lon=0.0, alt=0.0}]}
[2025-03-18 12:31:30] {GCS_IP=192.168.1.4, timestamp=2025-03-18 12:30:26, systemid=1, alt=0.001, dist_traveled=null, wp_dist=0, dist_to_home=0.10373227092921733, vertical_speed=-0.0022561648, ground_speed=0.031113205, wind_vel=0.0, airspeed=0.6174428, roll=-0.07, pitch=-0.08, yaw=1.38, ch3percent=0.00, ch9out=0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, lat=35.076697, lon=129.0921082, ch3out=1000, waypoints=[{seq=1, lat=0.0, lon=0.0, alt=30.0}, {seq=3, lat=35.068399, lon=129.089666, alt=30.0}, {seq=5, lat=35.06537, lon=129.093095, alt=30.0}, {seq=6, lat=35.064163, lon=129.094466, alt=30.0}, {seq=7, lat=35.062586, lon=129.092356, alt=30.0}, {seq=8, lat=35.061974, lon=129.091509, alt=30.0}, {seq=9, lat=35.06322, lon=129.090181, alt=30.0}, {seq=10, lat=35.064955, lon=129.088335, alt=30.0}, {seq=11, lat=35.066579, lon=129.086606, alt=30.0}, {seq=12, lat=35.067136, lon=129.086013, alt=30.0}, {seq=13, lat=35.074309, lon=129.091761, alt=30.0}, {seq=14, lat=0.0, lon=0.0, alt=0.0}]}
[2025-03-18 12:31:31] {GCS_IP=192.168.1.4, timestamp=2025-03-18 12:30:26, systemid=1, alt=0.001, dist_traveled=null, wp_dist=0, dist_to_home=0.10373227092921733, vertical_speed=-0.0022561648, ground_speed=0.031113205, wind_vel=0.0, airspeed=0.6174428, roll=-0.07, pitch=-0.08, yaw=1.38, ch3percent=0.00, ch9out=0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, lat=35.076697, lon=129.0921082, ch3out=1000, waypoints=[{seq=1, lat=0.0, lon=0.0, alt=30.0}, {seq=3, lat=35.068399, lon=129.089666, alt=30.0}, {seq=5, lat=35.06537, lon=129.093095, alt=30.0}, {seq=6, lat=35.064163, lon=129.094466, alt=30.0}, {seq=7, lat=35.062586, lon=129.092356, alt=30.0}, {seq=8, lat=35.061974, lon=129.091509, alt=30.0}, {seq=9, lat=35.06322, lon=129.090181, alt=30.0}, {seq=10, lat=35.064955, lon=129.088335, alt=30.0}, {seq=11, lat=35.066579, lon=129.086606, alt=30.0}, {seq=12, lat=35.067136, lon=129.086013, alt=30.0}, {seq=13, lat=35.074309, lon=129.091761, alt=30.0}, {seq=14, lat=0.0, lon=0.0, alt=0.0}]}
[2025-03-18 12:31:32] {GCS_IP=192.168.1.4, timestamp=2025-03-18 12:30:26, systemid=1, alt=0.001, dist_traveled=null, wp_dist=0, dist_to_home=0.10373227092921733, vertical_speed=-0.0022561648, ground_speed=0.031113205, wind_vel=0.0, airspeed=0.6174428, roll=-0.07, pitch=-0.08, yaw=1.38, ch3percent=0.00, ch9out=0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, lat=35.076697, lon=129.0921082, ch3out=1000, waypoints=[{seq=1, lat=0.0, lon=0.0, alt=30.0}, {seq=3, lat=35.068399, lon=129.089666, alt=30.0}, {seq=5, lat=35.06537, lon=129.093095, alt=30.0}, {seq=6, lat=35.064163, lon=129.094466, alt=30.0}, {seq=7, lat=35.062586, lon=129.092356, alt=30.0}, {seq=8, lat=35.061974, lon=129.091509, alt=30.0}, {seq=9, lat=35.06322, lon=129.090181, alt=30.0}, {seq=10, lat=35.064955, lon=129.088335, alt=30.0}, {seq=11, lat=35.066579, lon=129.086606, alt=30.0}, {seq=12, lat=35.067136, lon=129.086013, alt=30.0}, {seq=13, lat=35.074309, lon=129.091761, alt=30.0}, {seq=14, lat=0.0, lon=0.0, alt=0.0}]}
[2025-03-18 12:31:33] {GCS_IP=192.168.1.4, timestamp=2025-03-18 12:30:26, systemid=1, alt=0.001, dist_traveled=null, wp_dist=0, dist_to_home=0.10373227092921733, vertical_speed=-0.0022561648, ground_speed=0.031113205, wind_vel=0.0, airspeed=0.6174428, roll=-0.07, pitch=-0.08, yaw=1.38, ch3percent=0.00, ch9out=0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, lat=35.076697, lon=129.0921082, ch3out=1000, waypoints=[{seq=1, lat=0.0, lon=0.0, alt=30.0}, {seq=3, lat=35.068399, lon=129.089666, alt=30.0}, {seq=5, lat=35.06537, lon=129.093095, alt=30.0}, {seq=6, lat=35.064163, lon=129.094466, alt=30.0}, {seq=7, lat=35.062586, lon=129.092356, alt=30.0}, {seq=8, lat=35.061974, lon=129.091509, alt=30.0}, {seq=9, lat=35.06322, lon=129.090181, alt=30.0}, {seq=10, lat=35.064955, lon=129.088335, alt=30.0}, {seq=11, lat=35.066579, lon=129.086606, alt=30.0}, {seq=12, lat=35.067136, lon=129.086013, alt=30.0}, {seq=13, lat=35.074309, lon=129.091761, alt=30.0}, {seq=14, lat=0.0, lon=0.0, alt=0.0}]}
[2025-03-18 12:31:34] {GCS_IP=192.168.1.4, timestamp=2025-03-18 12:30:26, systemid=1, alt=0.001, dist_traveled=null, wp_dist=0, dist_to_home=0.10373227092921733, vertical_speed=-0.0022561648, ground_speed=0.031113205, wind_vel=0.0, airspeed=0.6174428, roll=-0.07, pitch=-0.08, yaw=1.38, ch3percent=0.00, ch9out=0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, lat=35.076697, lon=129.0921082, ch3out=1000, waypoints=[{seq=1, lat=0.0, lon=0.0, alt=30.0}, {seq=3, lat=35.068399, lon=129.089666, alt=30.0}, {seq=5, lat=35.06537, lon=129.093095, alt=30.0}, {seq=6, lat=35.064163, lon=129.094466, alt=30.0}, {seq=7, lat=35.062586, lon=129.092356, alt=30.0}, {seq=8, lat=35.061974, lon=129.091509, alt=30.0}, {seq=9, lat=35.06322, lon=129.090181, alt=30.0}, {seq=10, lat=35.064955, lon=129.088335, alt=30.0}, {seq=11, lat=35.066579, lon=129.086606, alt=30.0}, {seq=12, lat=35.067136, lon=129.086013, alt=30.0}, {seq=13, lat=35.074309, lon=129.091761, alt=30.0}, {seq=14, lat=0.0, lon=0.0, alt=0.0}]}
[2025-03-18 12:31:35] {GCS_IP=192.168.1.4, timestamp=2025-03-18 12:30:26, systemid=1, alt=0.001, dist_traveled=null, wp_dist=0, dist_to_home=0.10373227092921733, vertical_speed=-0.0022561648, ground_speed=0.031113205, wind_vel=0.0, airspeed=0.6174428, roll=-0.07, pitch=-0.08, yaw=1.38, ch3percent=0.00, ch9out=0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, lat=35.076697, lon=129.0921082, ch3out=1000, waypoints=[{seq=1, lat=0.0, lon=0.0, alt=30.0}, {seq=3, lat=35.068399, lon=129.089666, alt=30.0}, {seq=5, lat=35.06537, lon=129.093095, alt=30.0}, {seq=6, lat=35.064163, lon=129.094466, alt=30.0}, {seq=7, lat=35.062586, lon=129.092356, alt=30.0}, {seq=8, lat=35.061974, lon=129.091509, alt=30.0}, {seq=9, lat=35.06322, lon=129.090181, alt=30.0}, {seq=10, lat=35.064955, lon=129.088335, alt=30.0}, {seq=11, lat=35.066579, lon=129.086606, alt=30.0}, {seq=12, lat=35.067136, lon=129.086013, alt=30.0}, {seq=13, lat=35.074309, lon=129.091761, alt=30.0}, {seq=14, lat=0.0, lon=0.0, alt=0.0}]}
[2025-03-18 12:31:36] {GCS_IP=192.168.1.4, timestamp=2025-03-18 12:30:26, systemid=1, alt=0.001, dist_traveled=null, wp_dist=0, dist_to_home=0.10373227092921733, vertical_speed=-0.0022561648, ground_speed=0.031113205, wind_vel=0.0, airspeed=0.6174428, roll=-0.07, pitch=-0.08, yaw=1.38, ch3percent=0.00, ch9out=0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, lat=35.076697, lon=129.0921082, ch3out=1000, waypoints=[{seq=1, lat=0.0, lon=0.0, alt=30.0}, {seq=3, lat=35.068399, lon=129.089666, alt=30.0}, {seq=5, lat=35.06537, lon=129.093095, alt=30.0}, {seq=6, lat=35.064163, lon=129.094466, alt=30.0}, {seq=7, lat=35.062586, lon=129.092356, alt=30.0}, {seq=8, lat=35.061974, lon=129.091509, alt=30.0}, {seq=9, lat=35.06322, lon=129.090181, alt=30.0}, {seq=10, lat=35.064955, lon=129.088335, alt=30.0}, {seq=11, lat=35.066579, lon=129.086606, alt=30.0}, {seq=12, lat=35.067136, lon=129.086013, alt=30.0}, {seq=13, lat=35.074309, lon=129.091761, alt=30.0}, {seq=14, lat=0.0, lon=0.0, alt=0.0}]}
[2025-03-18 12:31:37] {GCS_IP=192.168.1.4, timestamp=2025-03-18 12:30:26, systemid=1, alt=0.001, dist_traveled=null, wp_dist=0, dist_to_home=0.10373227092921733, vertical_speed=-0.0022561648, ground_speed=0.031113205, wind_vel=0.0, airspeed=0.6174428, roll=-0.07, pitch=-0.08, yaw=1.38, ch3percent=0.00, ch9out=0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, lat=35.076697, lon=129.0921082, ch3out=1000, waypoints=[{seq=1, lat=0.0, lon=0.0, alt=30.0}, {seq=3, lat=35.068399, lon=129.089666, alt=30.0}, {seq=5, lat=35.06537, lon=129.093095, alt=30.0}, {seq=6, lat=35.064163, lon=129.094466, alt=30.0}, {seq=7, lat=35.062586, lon=129.092356, alt=30.0}, {seq=8, lat=35.061974, lon=129.091509, alt=30.0}, {seq=9, lat=35.06322, lon=129.090181, alt=30.0}, {seq=10, lat=35.064955, lon=129.088335, alt=30.0}, {seq=11, lat=35.066579, lon=129.086606, alt=30.0}, {seq=12, lat=35.067136, lon=129.086013, alt=30.0}, {seq=13, lat=35.074309, lon=129.091761, alt=30.0}, {seq=14, lat=0.0, lon=0.0, alt=0.0}]}
[2025-03-18 12:31:38] {GCS_IP=192.168.1.4, timestamp=2025-03-18 12:30:26, systemid=1, alt=0.001, dist_traveled=null, wp_dist=0, dist_to_home=0.10373227092921733, vertical_speed=-0.0022561648, ground_speed=0.031113205, wind_vel=0.0, airspeed=0.6174428, roll=-0.07, pitch=-0.08, yaw=1.38, ch3percent=0.00, ch9out=0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, lat=35.076697, lon=129.0921082, ch3out=1000, waypoints=[{seq=1, lat=0.0, lon=0.0, alt=30.0}, {seq=3, lat=35.068399, lon=129.089666, alt=30.0}, {seq=5, lat=35.06537, lon=129.093095, alt=30.0}, {seq=6, lat=35.064163, lon=129.094466, alt=30.0}, {seq=7, lat=35.062586, lon=129.092356, alt=30.0}, {seq=8, lat=35.061974, lon=129.091509, alt=30.0}, {seq=9, lat=35.06322, lon=129.090181, alt=30.0}, {seq=10, lat=35.064955, lon=129.088335, alt=30.0}, {seq=11, lat=35.066579, lon=129.086606, alt=30.0}, {seq=12, lat=35.067136, lon=129.086013, alt=30.0}, {seq=13, lat=35.074309, lon=129.091761, alt=30.0}, {seq=14, lat=0.0, lon=0.0, alt=0.0}]}
[2025-03-18 12:31:39] {GCS_IP=192.168.1.4, timestamp=2025-03-18 12:30:26, systemid=1, alt=0.001, dist_traveled=null, wp_dist=0, dist_to_home=0.10373227092921733, vertical_speed=-0.0022561648, ground_speed=0.031113205, wind_vel=0.0, airspeed=0.6174428, roll=-0.07, pitch=-0.08, yaw=1.38, ch3percent=0.00, ch9out=0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, lat=35.076697, lon=129.0921082, ch3out=1000, waypoints=[{seq=1, lat=0.0, lon=0.0, alt=30.0}, {seq=3, lat=35.068399, lon=129.089666, alt=30.0}, {seq=5, lat=35.06537, lon=129.093095, alt=30.0}, {seq=6, lat=35.064163, lon=129.094466, alt=30.0}, {seq=7, lat=35.062586, lon=129.092356, alt=30.0}, {seq=8, lat=35.061974, lon=129.091509, alt=30.0}, {seq=9, lat=35.06322, lon=129.090181, alt=30.0}, {seq=10, lat=35.064955, lon=129.088335, alt=30.0}, {seq=11, lat=35.066579, lon=129.086606, alt=30.0}, {seq=12, lat=35.067136, lon=129.086013, alt=30.0}, {seq=13, lat=35.074309, lon=129.091761, alt=30.0}, {seq=14, lat=0.0, lon=0.0, alt=0.0}]}
[2025-03-18 12:31:41] {GCS_IP=192.168.1.4, timestamp=2025-03-18 12:30:26, systemid=1, alt=0.001, dist_traveled=null, wp_dist=0, dist_to_home=0.10373227092921733, vertical_speed=-0.0022561648, ground_speed=0.031113205, wind_vel=0.0, airspeed=0.6174428, roll=-0.07, pitch=-0.08, yaw=1.38, ch3percent=0.00, ch9out=0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, lat=35.076697, lon=129.0921082, ch3out=1000, waypoints=[{seq=1, lat=0.0, lon=0.0, alt=30.0}, {seq=3, lat=35.068399, lon=129.089666, alt=30.0}, {seq=5, lat=35.06537, lon=129.093095, alt=30.0}, {seq=6, lat=35.064163, lon=129.094466, alt=30.0}, {seq=7, lat=35.062586, lon=129.092356, alt=30.0}, {seq=8, lat=35.061974, lon=129.091509, alt=30.0}, {seq=9, lat=35.06322, lon=129.090181, alt=30.0}, {seq=10, lat=35.064955, lon=129.088335, alt=30.0}, {seq=11, lat=35.066579, lon=129.086606, alt=30.0}, {seq=12, lat=35.067136, lon=129.086013, alt=30.0}, {seq=13, lat=35.074309, lon=129.091761, alt=30.0}, {seq=14, lat=0.0, lon=0.0, alt=0.0}]}
[2025-03-18 12:31:42] {GCS_IP=192.168.1.4, timestamp=2025-03-18 12:30:26, systemid=1, alt=0.001, dist_traveled=null, wp_dist=0, dist_to_home=0.10373227092921733, vertical_speed=-0.0022561648, ground_speed=0.031113205, wind_vel=0.0, airspeed=0.6174428, roll=-0.07, pitch=-0.08, yaw=1.38, ch3percent=0.00, ch9out=0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, lat=35.076697, lon=129.0921082, ch3out=1000, waypoints=[{seq=1, lat=0.0, lon=0.0, alt=30.0}, {seq=3, lat=35.068399, lon=129.089666, alt=30.0}, {seq=5, lat=35.06537, lon=129.093095, alt=30.0}, {seq=6, lat=35.064163, lon=129.094466, alt=30.0}, {seq=7, lat=35.062586, lon=129.092356, alt=30.0}, {seq=8, lat=35.061974, lon=129.091509, alt=30.0}, {seq=9, lat=35.06322, lon=129.090181, alt=30.0}, {seq=10, lat=35.064955, lon=129.088335, alt=30.0}, {seq=11, lat=35.066579, lon=129.086606, alt=30.0}, {seq=12, lat=35.067136, lon=129.086013, alt=30.0}, {seq=13, lat=35.074309, lon=129.091761, alt=30.0}, {seq=14, lat=0.0, lon=0.0, alt=0.0}]}
[2025-03-18 12:31:43] {GCS_IP=192.168.1.4, timestamp=2025-03-18 12:30:26, systemid=1, alt=0.001, dist_traveled=null, wp_dist=0, dist_to_home=0.10373227092921733, vertical_speed=-0.0022561648, ground_speed=0.031113205, wind_vel=0.0, airspeed=0.6174428, roll=-0.07, pitch=-0.08, yaw=1.38, ch3percent=0.00, ch9out=0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, lat=35.076697, lon=129.0921082, ch3out=1000, waypoints=[{seq=1, lat=0.0, lon=0.0, alt=30.0}, {seq=3, lat=35.068399, lon=129.089666, alt=30.0}, {seq=5, lat=35.06537, lon=129.093095, alt=30.0}, {seq=6, lat=35.064163, lon=129.094466, alt=30.0}, {seq=7, lat=35.062586, lon=129.092356, alt=30.0}, {seq=8, lat=35.061974, lon=129.091509, alt=30.0}, {seq=9, lat=35.06322, lon=129.090181, alt=30.0}, {seq=10, lat=35.064955, lon=129.088335, alt=30.0}, {seq=11, lat=35.066579, lon=129.086606, alt=30.0}, {seq=12, lat=35.067136, lon=129.086013, alt=30.0}, {seq=13, lat=35.074309, lon=129.091761, alt=30.0}, {seq=14, lat=0.0, lon=0.0, alt=0.0}]}
[2025-03-18 12:31:44] {GCS_IP=192.168.1.4, timestamp=2025-03-18 12:30:26, systemid=1, alt=0.001, dist_traveled=null, wp_dist=0, dist_to_home=0.10373227092921733, vertical_speed=-0.0022561648, ground_speed=0.031113205, wind_vel=0.0, airspeed=0.6174428, roll=-0.07, pitch=-0.08, yaw=1.38, ch3percent=0.00, ch9out=0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, lat=35.076697, lon=129.0921082, ch3out=1000, waypoints=[{seq=1, lat=0.0, lon=0.0, alt=30.0}, {seq=3, lat=35.068399, lon=129.089666, alt=30.0}, {seq=5, lat=35.06537, lon=129.093095, alt=30.0}, {seq=6, lat=35.064163, lon=129.094466, alt=30.0}, {seq=7, lat=35.062586, lon=129.092356, alt=30.0}, {seq=8, lat=35.061974, lon=129.091509, alt=30.0}, {seq=9, lat=35.06322, lon=129.090181, alt=30.0}, {seq=10, lat=35.064955, lon=129.088335, alt=30.0}, {seq=11, lat=35.066579, lon=129.086606, alt=30.0}, {seq=12, lat=35.067136, lon=129.086013, alt=30.0}, {seq=13, lat=35.074309, lon=129.091761, alt=30.0}, {seq=14, lat=0.0, lon=0.0, alt=0.0}]}
[2025-03-18 12:31:45] {GCS_IP=192.168.1.4, timestamp=2025-03-18 12:30:26, systemid=1, alt=0.001, dist_traveled=null, wp_dist=0, dist_to_home=0.10373227092921733, vertical_speed=-0.0022561648, ground_speed=0.031113205, wind_vel=0.0, airspeed=0.6174428, roll=-0.07, pitch=-0.08, yaw=1.38, ch3percent=0.00, ch9out=0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, lat=35.076697, lon=129.0921082, ch3out=1000, waypoints=[{seq=1, lat=0.0, lon=0.0, alt=30.0}, {seq=3, lat=35.068399, lon=129.089666, alt=30.0}, {seq=5, lat=35.06537, lon=129.093095, alt=30.0}, {seq=6, lat=35.064163, lon=129.094466, alt=30.0}, {seq=7, lat=35.062586, lon=129.092356, alt=30.0}, {seq=8, lat=35.061974, lon=129.091509, alt=30.0}, {seq=9, lat=35.06322, lon=129.090181, alt=30.0}, {seq=10, lat=35.064955, lon=129.088335, alt=30.0}, {seq=11, lat=35.066579, lon=129.086606, alt=30.0}, {seq=12, lat=35.067136, lon=129.086013, alt=30.0}, {seq=13, lat=35.074309, lon=129.091761, alt=30.0}, {seq=14, lat=0.0, lon=0.0, alt=0.0}]}
[2025-03-18 12:31:46] {GCS_IP=192.168.1.4, timestamp=2025-03-18 12:30:26, systemid=1, alt=0.001, dist_traveled=null, wp_dist=0, dist_to_home=0.10373227092921733, vertical_speed=-0.0022561648, ground_speed=0.031113205, wind_vel=0.0, airspeed=0.6174428, roll=-0.07, pitch=-0.08, yaw=1.38, ch3percent=0.00, ch9out=0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, lat=35.076697, lon=129.0921082, ch3out=1000, waypoints=[{seq=1, lat=0.0, lon=0.0, alt=30.0}, {seq=3, lat=35.068399, lon=129.089666, alt=30.0}, {seq=5, lat=35.06537, lon=129.093095, alt=30.0}, {seq=6, lat=35.064163, lon=129.094466, alt=30.0}, {seq=7, lat=35.062586, lon=129.092356, alt=30.0}, {seq=8, lat=35.061974, lon=129.091509, alt=30.0}, {seq=9, lat=35.06322, lon=129.090181, alt=30.0}, {seq=10, lat=35.064955, lon=129.088335, alt=30.0}, {seq=11, lat=35.066579, lon=129.086606, alt=30.0}, {seq=12, lat=35.067136, lon=129.086013, alt=30.0}, {seq=13, lat=35.074309, lon=129.091761, alt=30.0}, {seq=14, lat=0.0, lon=0.0, alt=0.0}]}
[2025-03-18 12:31:47] {GCS_IP=192.168.1.4, timestamp=2025-03-18 12:30:26, systemid=1, alt=0.001, dist_traveled=null, wp_dist=0, dist_to_home=0.10373227092921733, vertical_speed=-0.0022561648, ground_speed=0.031113205, wind_vel=0.0, airspeed=0.6174428, roll=-0.07, pitch=-0.08, yaw=1.38, ch3percent=0.00, ch9out=0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, lat=35.076697, lon=129.0921082, ch3out=1000, waypoints=[{seq=1, lat=0.0, lon=0.0, alt=30.0}, {seq=3, lat=35.068399, lon=129.089666, alt=30.0}, {seq=5, lat=35.06537, lon=129.093095, alt=30.0}, {seq=6, lat=35.064163, lon=129.094466, alt=30.0}, {seq=7, lat=35.062586, lon=129.092356, alt=30.0}, {seq=8, lat=35.061974, lon=129.091509, alt=30.0}, {seq=9, lat=35.06322, lon=129.090181, alt=30.0}, {seq=10, lat=35.064955, lon=129.088335, alt=30.0}, {seq=11, lat=35.066579, lon=129.086606, alt=30.0}, {seq=12, lat=35.067136, lon=129.086013, alt=30.0}, {seq=13, lat=35.074309, lon=129.091761, alt=30.0}, {seq=14, lat=0.0, lon=0.0, alt=0.0}]}
[2025-03-18 12:31:48] {GCS_IP=192.168.1.4, timestamp=2025-03-18 12:30:26, systemid=1, alt=0.001, dist_traveled=null, wp_dist=0, dist_to_home=0.10373227092921733, vertical_speed=-0.0022561648, ground_speed=0.031113205, wind_vel=0.0, airspeed=0.6174428, roll=-0.07, pitch=-0.08, yaw=1.38, ch3percent=0.00, ch9out=0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, lat=35.076697, lon=129.0921082, ch3out=1000, waypoints=[{seq=1, lat=0.0, lon=0.0, alt=30.0}, {seq=3, lat=35.068399, lon=129.089666, alt=30.0}, {seq=5, lat=35.06537, lon=129.093095, alt=30.0}, {seq=6, lat=35.064163, lon=129.094466, alt=30.0}, {seq=7, lat=35.062586, lon=129.092356, alt=30.0}, {seq=8, lat=35.061974, lon=129.091509, alt=30.0}, {seq=9, lat=35.06322, lon=129.090181, alt=30.0}, {seq=10, lat=35.064955, lon=129.088335, alt=30.0}, {seq=11, lat=35.066579, lon=129.086606, alt=30.0}, {seq=12, lat=35.067136, lon=129.086013, alt=30.0}, {seq=13, lat=35.074309, lon=129.091761, alt=30.0}, {seq=14, lat=0.0, lon=0.0, alt=0.0}]}
